,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,song_id,uri,track_href,analysis_url,duration_ms,time_signature
13572,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,audio_features,2JmFRXaJrkAUD2cs6U20KG,spotify:track:2JmFRXaJrkAUD2cs6U20KG,https://api.spotify.com/v1/tracks/2JmFRXaJrkAUD2cs6U20KG,https://api.spotify.com/v1/audio-analysis/2JmFRXaJrkAUD2cs6U20KG,345213,4
13573,0.722,0.88,4,-3.989,0,0.24,0.21,0.0,0.324,0.79,92.024,audio_features,4O1uCappFiU3bisYUdUBWy,spotify:track:4O1uCappFiU3bisYUdUBWy,https://api.spotify.com/v1/tracks/4O1uCappFiU3bisYUdUBWy,https://api.spotify.com/v1/audio-analysis/4O1uCappFiU3bisYUdUBWy,200170,4
13574,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,audio_features,5gFmgXPCLu9xIfMUXSbRru,spotify:track:5gFmgXPCLu9xIfMUXSbRru,https://api.spotify.com/v1/tracks/5gFmgXPCLu9xIfMUXSbRru,https://api.spotify.com/v1/audio-analysis/5gFmgXPCLu9xIfMUXSbRru,174358,4
13575,0.814,0.737,7,-4.826,1,0.259,0.197,0.0,0.0954,0.461,171.687,audio_features,11QvWp3CsEPd0YLE6xKGyx,spotify:track:11QvWp3CsEPd0YLE6xKGyx,https://api.spotify.com/v1/tracks/11QvWp3CsEPd0YLE6xKGyx,https://api.spotify.com/v1/audio-analysis/11QvWp3CsEPd0YLE6xKGyx,269658,4
13576,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,audio_features,0PpfPNtQOOvbMNVJijTQj0,spotify:track:0PpfPNtQOOvbMNVJijTQj0,https://api.spotify.com/v1/tracks/0PpfPNtQOOvbMNVJijTQj0,https://api.spotify.com/v1/audio-analysis/0PpfPNtQOOvbMNVJijTQj0,190466,4
13577,0.576,0.74,0,-6.195,1,0.0854,0.274,3e-06,0.0948,0.37,159.959,audio_features,2c09gumRCmu3qmbcqdQbUN,spotify:track:2c09gumRCmu3qmbcqdQbUN,https://api.spotify.com/v1/tracks/2c09gumRCmu3qmbcqdQbUN,https://api.spotify.com/v1/audio-analysis/2c09gumRCmu3qmbcqdQbUN,122987,4
13578,0.599,0.749,10,-7.12,1,0.269,0.169,3.03e-06,0.4,0.574,159.413,audio_features,4ut9fdC5ncgcvCo0KaphNY,spotify:track:4ut9fdC5ncgcvCo0KaphNY,https://api.spotify.com/v1/tracks/4ut9fdC5ncgcvCo0KaphNY,https://api.spotify.com/v1/audio-analysis/4ut9fdC5ncgcvCo0KaphNY,430427,4
13579,0.677,0.871,10,-6.128,0,0.273,0.0884,0.0,0.736,0.254,176.088,audio_features,0Me3TlqFkaIzoZzAGU1EDh,spotify:track:0Me3TlqFkaIzoZzAGU1EDh,https://api.spotify.com/v1/tracks/0Me3TlqFkaIzoZzAGU1EDh,https://api.spotify.com/v1/audio-analysis/0Me3TlqFkaIzoZzAGU1EDh,266440,4
13580,0.626,0.852,2,-6.261,1,0.303,0.0898,0.0,0.354,0.731,94.905,audio_features,5xE8cBcKRjKEDdJwmh1ixN,spotify:track:5xE8cBcKRjKEDdJwmh1ixN,https://api.spotify.com/v1/tracks/5xE8cBcKRjKEDdJwmh1ixN,https://api.spotify.com/v1/audio-analysis/5xE8cBcKRjKEDdJwmh1ixN,260213,4
13581,0.921,0.748,1,-5.093,1,0.13,0.00908,0.0,0.0798,0.801,139.979,audio_features,2iicKPnvOKfbJZJZtuQnjy,spotify:track:2iicKPnvOKfbJZJZtuQnjy,https://api.spotify.com/v1/tracks/2iicKPnvOKfbJZJZtuQnjy,https://api.spotify.com/v1/audio-analysis/2iicKPnvOKfbJZJZtuQnjy,162886,4
13582,0.692,0.791,7,-3.508,1,0.274,0.425,0.0,0.138,0.638,88.0,audio_features,5mJAediEZEv8KKpWxrNIqf,spotify:track:5mJAediEZEv8KKpWxrNIqf,https://api.spotify.com/v1/tracks/5mJAediEZEv8KKpWxrNIqf,https://api.spotify.com/v1/audio-analysis/5mJAediEZEv8KKpWxrNIqf,351840,4
13583,0.716,0.575,0,-6.209,1,0.0368,0.0948,0.000257,0.0829,0.797,85.937,audio_features,1CDVadnneswMxi6gBqJTtC,spotify:track:1CDVadnneswMxi6gBqJTtC,https://api.spotify.com/v1/tracks/1CDVadnneswMxi6gBqJTtC,https://api.spotify.com/v1/audio-analysis/1CDVadnneswMxi6gBqJTtC,172560,4
13584,0.506,0.379,4,-11.64,0,0.0334,0.726,0.00458,0.0956,0.299,134.985,audio_features,5HCXMBxZIVaVLXpyoqPM3g,spotify:track:5HCXMBxZIVaVLXpyoqPM3g,https://api.spotify.com/v1/tracks/5HCXMBxZIVaVLXpyoqPM3g,https://api.spotify.com/v1/audio-analysis/5HCXMBxZIVaVLXpyoqPM3g,280493,4
13585,0.624,0.541,9,-7.162,0,0.0496,0.0137,1.01e-06,0.106,0.368,156.089,audio_features,7HLglWbzDheHZ3VZUbxGLC,spotify:track:7HLglWbzDheHZ3VZUbxGLC,https://api.spotify.com/v1/tracks/7HLglWbzDheHZ3VZUbxGLC,https://api.spotify.com/v1/audio-analysis/7HLglWbzDheHZ3VZUbxGLC,176331,4
13586,0.875,0.717,5,-7.236,1,0.189,0.0708,0.000495,0.0949,0.607,153.037,audio_features,2QApWGconWQE8BjaNfh7ik,spotify:track:2QApWGconWQE8BjaNfh7ik,https://api.spotify.com/v1/tracks/2QApWGconWQE8BjaNfh7ik,https://api.spotify.com/v1/audio-analysis/2QApWGconWQE8BjaNfh7ik,176112,4
13587,0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954,audio_features,0nWMTq3fBceV1uZlhFn6of,spotify:track:0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/tracks/0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/audio-analysis/0nWMTq3fBceV1uZlhFn6of,180080,4
13588,0.819,0.719,1,-8.084,1,0.168,0.0172,1.11e-05,0.107,0.575,149.97,audio_features,3xBHLZwRfi0fjO9euaj5zf,spotify:track:3xBHLZwRfi0fjO9euaj5zf,https://api.spotify.com/v1/tracks/3xBHLZwRfi0fjO9euaj5zf,https://api.spotify.com/v1/audio-analysis/3xBHLZwRfi0fjO9euaj5zf,217000,4
13589,0.795,0.386,10,-10.638,1,0.18,0.245,0.0,0.0973,0.619,131.971,audio_features,5ExHDzOoOhC4xZGPh9zyQZ,spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/tracks/5ExHDzOoOhC4xZGPh9zyQZ,https://api.spotify.com/v1/audio-analysis/5ExHDzOoOhC4xZGPh9zyQZ,121000,4
13590,0.456,0.516,8,-10.512,1,0.459,0.098,0.0,0.115,0.684,77.058,audio_features,3thLnNvO9IctWoccbsZyJV,spotify:track:3thLnNvO9IctWoccbsZyJV,https://api.spotify.com/v1/tracks/3thLnNvO9IctWoccbsZyJV,https://api.spotify.com/v1/audio-analysis/3thLnNvO9IctWoccbsZyJV,151013,4
13591,0.755,0.503,0,-8.06,1,0.206,0.0492,0.0,0.226,0.524,142.011,audio_features,0JR7iZZ6Ql79sXW3rbiS3F,spotify:track:0JR7iZZ6Ql79sXW3rbiS3F,https://api.spotify.com/v1/tracks/0JR7iZZ6Ql79sXW3rbiS3F,https://api.spotify.com/v1/audio-analysis/0JR7iZZ6Ql79sXW3rbiS3F,230533,4
13592,0.818,0.443,5,-11.444,0,0.404,0.114,0.0,0.412,0.722,74.491,audio_features,7L95O7D34EWhwtDCQkwGMR,spotify:track:7L95O7D34EWhwtDCQkwGMR,https://api.spotify.com/v1/tracks/7L95O7D34EWhwtDCQkwGMR,https://api.spotify.com/v1/audio-analysis/7L95O7D34EWhwtDCQkwGMR,184960,4
13593,0.902,0.753,7,-3.955,1,0.296,0.105,0.0,0.159,0.545,140.018,audio_features,3wqjGZfKW36WhUeLHTlKzg,spotify:track:3wqjGZfKW36WhUeLHTlKzg,https://api.spotify.com/v1/tracks/3wqjGZfKW36WhUeLHTlKzg,https://api.spotify.com/v1/audio-analysis/3wqjGZfKW36WhUeLHTlKzg,198855,4
13594,0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,audio_features,39oeKRgsLeynDIbWuXyA47,spotify:track:39oeKRgsLeynDIbWuXyA47,https://api.spotify.com/v1/tracks/39oeKRgsLeynDIbWuXyA47,https://api.spotify.com/v1/audio-analysis/39oeKRgsLeynDIbWuXyA47,107077,4
13595,0.809,0.483,5,-6.886,1,0.0487,0.8,0.0,0.221,0.715,96.974,audio_features,4sbtM9ORGwmxGkXfctXbJq,spotify:track:4sbtM9ORGwmxGkXfctXbJq,https://api.spotify.com/v1/tracks/4sbtM9ORGwmxGkXfctXbJq,https://api.spotify.com/v1/audio-analysis/4sbtM9ORGwmxGkXfctXbJq,168418,4
13596,0.787,0.312,7,-12.401,1,0.0383,0.895,0.0224,0.115,0.425,119.899,audio_features,5aqu5xhPqoOWqF71PkfgM8,spotify:track:5aqu5xhPqoOWqF71PkfgM8,https://api.spotify.com/v1/tracks/5aqu5xhPqoOWqF71PkfgM8,https://api.spotify.com/v1/audio-analysis/5aqu5xhPqoOWqF71PkfgM8,128888,4
13597,0.936,0.495,1,-6.062,1,0.229,0.0254,0.0,0.087,0.299,139.951,audio_features,2EUNZfjPToKZIahK0WMLKd,spotify:track:2EUNZfjPToKZIahK0WMLKd,https://api.spotify.com/v1/tracks/2EUNZfjPToKZIahK0WMLKd,https://api.spotify.com/v1/audio-analysis/2EUNZfjPToKZIahK0WMLKd,161013,4
13598,0.848,0.731,6,-6.332,0,0.444,0.0432,0.0,0.1,0.701,164.974,audio_features,13H2hdEQe1gZZZhtBK9xcq,spotify:track:13H2hdEQe1gZZZhtBK9xcq,https://api.spotify.com/v1/tracks/13H2hdEQe1gZZZhtBK9xcq,https://api.spotify.com/v1/audio-analysis/13H2hdEQe1gZZZhtBK9xcq,183834,4
13599,0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977,audio_features,0Y9D1Bc4fAkeZnVsGKdij6,spotify:track:0Y9D1Bc4fAkeZnVsGKdij6,https://api.spotify.com/v1/tracks/0Y9D1Bc4fAkeZnVsGKdij6,https://api.spotify.com/v1/audio-analysis/0Y9D1Bc4fAkeZnVsGKdij6,251015,4
13600,0.795,0.845,1,-5.068,1,0.279,0.0337,0.0,0.0947,0.427,159.034,audio_features,48t1aADyfDbDA3TzxqQHrN,spotify:track:48t1aADyfDbDA3TzxqQHrN,https://api.spotify.com/v1/tracks/48t1aADyfDbDA3TzxqQHrN,https://api.spotify.com/v1/audio-analysis/48t1aADyfDbDA3TzxqQHrN,160481,4
13601,0.842,0.567,4,-6.504,0,0.0525,0.00244,1.89e-05,0.168,0.256,135.991,audio_features,2dKtWPLZvbCzwLRliNn8UI,spotify:track:2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/tracks/2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/audio-analysis/2dKtWPLZvbCzwLRliNn8UI,169412,4
13602,0.624,0.686,1,-4.809,0,0.0436,0.181,0.0,0.19,0.223,160.076,audio_features,7uenITonAmg7wXmFd3kkms,spotify:track:7uenITonAmg7wXmFd3kkms,https://api.spotify.com/v1/tracks/7uenITonAmg7wXmFd3kkms,https://api.spotify.com/v1/audio-analysis/7uenITonAmg7wXmFd3kkms,193510,4
13603,0.808,0.701,2,-4.837,0,0.0984,0.00212,2.1e-05,0.126,0.154,158.068,audio_features,284fVGdbsPtigjjI0jmKXo,spotify:track:284fVGdbsPtigjjI0jmKXo,https://api.spotify.com/v1/tracks/284fVGdbsPtigjjI0jmKXo,https://api.spotify.com/v1/audio-analysis/284fVGdbsPtigjjI0jmKXo,142649,4
13604,0.51,0.707,3,-4.913,0,0.0675,0.0023,0.0,0.436,0.318,147.853,audio_features,2lvOt6VAufWlstrqutilVb,spotify:track:2lvOt6VAufWlstrqutilVb,https://api.spotify.com/v1/tracks/2lvOt6VAufWlstrqutilVb,https://api.spotify.com/v1/audio-analysis/2lvOt6VAufWlstrqutilVb,157500,4
13605,0.561,0.785,8,-5.376,0,0.452,0.111,0.0,0.121,0.458,150.159,audio_features,2ppse4DOEFlzaW7Xu3U76r,spotify:track:2ppse4DOEFlzaW7Xu3U76r,https://api.spotify.com/v1/tracks/2ppse4DOEFlzaW7Xu3U76r,https://api.spotify.com/v1/audio-analysis/2ppse4DOEFlzaW7Xu3U76r,180800,4
13606,0.657,0.76,1,-3.446,1,0.0505,0.172,0.0,0.149,0.425,156.082,audio_features,5Tp5zlCgbwXLMa3pgYsNMl,spotify:track:5Tp5zlCgbwXLMa3pgYsNMl,https://api.spotify.com/v1/tracks/5Tp5zlCgbwXLMa3pgYsNMl,https://api.spotify.com/v1/audio-analysis/5Tp5zlCgbwXLMa3pgYsNMl,221781,4
13607,0.678,0.477,7,-9.626,1,0.0836,0.567,0.0,0.11,0.481,92.963,audio_features,6bKUUSlzDua0gt0g13OKqw,spotify:track:6bKUUSlzDua0gt0g13OKqw,https://api.spotify.com/v1/tracks/6bKUUSlzDua0gt0g13OKqw,https://api.spotify.com/v1/audio-analysis/6bKUUSlzDua0gt0g13OKqw,185828,4
13608,0.812,0.534,4,-6.6,0,0.121,0.0883,1.95e-06,0.141,0.223,98.017,audio_features,5iAyI5SlSs1hyWOQeBXvab,spotify:track:5iAyI5SlSs1hyWOQeBXvab,https://api.spotify.com/v1/tracks/5iAyI5SlSs1hyWOQeBXvab,https://api.spotify.com/v1/audio-analysis/5iAyI5SlSs1hyWOQeBXvab,138449,4
13609,0.607,0.45,0,-8.507,1,0.0338,0.0663,1.12e-05,0.107,0.121,105.992,audio_features,6akBF8JWM8lrpqejdwIfYI,spotify:track:6akBF8JWM8lrpqejdwIfYI,https://api.spotify.com/v1/tracks/6akBF8JWM8lrpqejdwIfYI,https://api.spotify.com/v1/audio-analysis/6akBF8JWM8lrpqejdwIfYI,244907,4
13610,0.678,0.474,10,-10.059,1,0.0428,0.0316,0.0,0.0754,0.178,128.942,audio_features,73pDDTXW6SKqM52N4Rdred,spotify:track:73pDDTXW6SKqM52N4Rdred,https://api.spotify.com/v1/tracks/73pDDTXW6SKqM52N4Rdred,https://api.spotify.com/v1/audio-analysis/73pDDTXW6SKqM52N4Rdred,119070,4
13611,0.442,0.607,1,-4.936,1,0.0371,0.192,0.0,0.304,0.144,134.14,audio_features,7kplN6Wa4RTBCQOrtpEpSO,spotify:track:7kplN6Wa4RTBCQOrtpEpSO,https://api.spotify.com/v1/tracks/7kplN6Wa4RTBCQOrtpEpSO,https://api.spotify.com/v1/audio-analysis/7kplN6Wa4RTBCQOrtpEpSO,228373,3
13612,0.501,0.486,2,-6.6,0,0.0298,0.19,0.0,0.103,0.318,139.872,audio_features,6cX1iTffMIAU8lEWSOYIIO,spotify:track:6cX1iTffMIAU8lEWSOYIIO,https://api.spotify.com/v1/tracks/6cX1iTffMIAU8lEWSOYIIO,https://api.spotify.com/v1/audio-analysis/6cX1iTffMIAU8lEWSOYIIO,206493,4
13613,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604,audio_features,4FUDWkguOUVpLRAVn5C20z,spotify:track:4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/tracks/4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/audio-analysis/4FUDWkguOUVpLRAVn5C20z,183344,4
13614,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.112,0.474,85.028,audio_features,2mNunIwTYWrNEYgWYrj97p,spotify:track:2mNunIwTYWrNEYgWYrj97p,https://api.spotify.com/v1/tracks/2mNunIwTYWrNEYgWYrj97p,https://api.spotify.com/v1/audio-analysis/2mNunIwTYWrNEYgWYrj97p,206227,4
13615,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,audio_features,5t3Vk8bRKylx4fjj7qlbib,spotify:track:5t3Vk8bRKylx4fjj7qlbib,https://api.spotify.com/v1/tracks/5t3Vk8bRKylx4fjj7qlbib,https://api.spotify.com/v1/audio-analysis/5t3Vk8bRKylx4fjj7qlbib,176472,4
13616,0.805,0.833,1,-6.73,0,0.12,0.0859,0.0,0.0578,0.703,109.076,audio_features,7c3SbTuufigBWURcICnAWy,spotify:track:7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/tracks/7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/audio-analysis/7c3SbTuufigBWURcICnAWy,268400,4
13617,0.788,0.841,4,-4.006,0,0.143,0.122,0.0011,0.166,0.493,190.089,audio_features,4DyBx5MYoq8RsU33cEAIxT,spotify:track:4DyBx5MYoq8RsU33cEAIxT,https://api.spotify.com/v1/tracks/4DyBx5MYoq8RsU33cEAIxT,https://api.spotify.com/v1/audio-analysis/4DyBx5MYoq8RsU33cEAIxT,166476,4
13618,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,audio_features,1RGasjWLZ4qMN7wbtkLa3u,spotify:track:1RGasjWLZ4qMN7wbtkLa3u,https://api.spotify.com/v1/tracks/1RGasjWLZ4qMN7wbtkLa3u,https://api.spotify.com/v1/audio-analysis/1RGasjWLZ4qMN7wbtkLa3u,170852,4
13619,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,audio_features,5w7wuzMzsDer96KqxafeRK,spotify:track:5w7wuzMzsDer96KqxafeRK,https://api.spotify.com/v1/tracks/5w7wuzMzsDer96KqxafeRK,https://api.spotify.com/v1/audio-analysis/5w7wuzMzsDer96KqxafeRK,194711,4
13620,0.649,0.587,5,-10.5,0,0.316,0.0774,0.0,0.377,0.513,92.871,audio_features,0lG7iyNSstVOLV6faMIHdD,spotify:track:0lG7iyNSstVOLV6faMIHdD,https://api.spotify.com/v1/tracks/0lG7iyNSstVOLV6faMIHdD,https://api.spotify.com/v1/audio-analysis/0lG7iyNSstVOLV6faMIHdD,282987,4
13621,0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,audio_features,5tFgCPC2Hdw4qu9b7RkWhR,spotify:track:5tFgCPC2Hdw4qu9b7RkWhR,https://api.spotify.com/v1/tracks/5tFgCPC2Hdw4qu9b7RkWhR,https://api.spotify.com/v1/audio-analysis/5tFgCPC2Hdw4qu9b7RkWhR,178987,4
13622,0.655,0.814,1,-3.225,1,0.0487,0.1,0.0,0.401,0.142,90.997,audio_features,5kTQa2G88tHnKB1Y6vNTyn,spotify:track:5kTQa2G88tHnKB1Y6vNTyn,https://api.spotify.com/v1/tracks/5kTQa2G88tHnKB1Y6vNTyn,https://api.spotify.com/v1/audio-analysis/5kTQa2G88tHnKB1Y6vNTyn,190955,4
13623,0.836,0.579,9,-6.164,1,0.243,0.00207,0.0,0.11,0.431,85.486,audio_features,3OXhib7pxAWnmwwoUI6HqY,spotify:track:3OXhib7pxAWnmwwoUI6HqY,https://api.spotify.com/v1/tracks/3OXhib7pxAWnmwwoUI6HqY,https://api.spotify.com/v1/audio-analysis/3OXhib7pxAWnmwwoUI6HqY,213358,4
13624,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,audio_features,5hwUsRKvnO5yThjVrxHQVt,spotify:track:5hwUsRKvnO5yThjVrxHQVt,https://api.spotify.com/v1/tracks/5hwUsRKvnO5yThjVrxHQVt,https://api.spotify.com/v1/audio-analysis/5hwUsRKvnO5yThjVrxHQVt,138427,4
13625,0.765,0.574,5,-8.456,1,0.31,0.0585,0.0,0.22,0.606,140.017,audio_features,2PCKWNZYcwyFKd4lVRWE8k,spotify:track:2PCKWNZYcwyFKd4lVRWE8k,https://api.spotify.com/v1/tracks/2PCKWNZYcwyFKd4lVRWE8k,https://api.spotify.com/v1/audio-analysis/2PCKWNZYcwyFKd4lVRWE8k,147413,4
13626,0.862,0.521,8,-10.355,1,0.447,0.0466,5e-05,0.119,0.373,154.983,audio_features,3clpchqQ6A3p8jjPgKdhk0,spotify:track:3clpchqQ6A3p8jjPgKdhk0,https://api.spotify.com/v1/tracks/3clpchqQ6A3p8jjPgKdhk0,https://api.spotify.com/v1/audio-analysis/3clpchqQ6A3p8jjPgKdhk0,167040,4
13627,0.926,0.444,1,-9.024,1,0.254,0.206,0.0,0.124,0.389,140.085,audio_features,6RiMRVxOiEYd4QSu1cxrls,spotify:track:6RiMRVxOiEYd4QSu1cxrls,https://api.spotify.com/v1/tracks/6RiMRVxOiEYd4QSu1cxrls,https://api.spotify.com/v1/audio-analysis/6RiMRVxOiEYd4QSu1cxrls,236587,4
13628,0.932,0.658,1,-7.708,0,0.353,0.207,0.0,0.118,0.695,109.973,audio_features,2WqTKOAUmv7hz9ZzGnXHrY,spotify:track:2WqTKOAUmv7hz9ZzGnXHrY,https://api.spotify.com/v1/tracks/2WqTKOAUmv7hz9ZzGnXHrY,https://api.spotify.com/v1/audio-analysis/2WqTKOAUmv7hz9ZzGnXHrY,222958,4
13629,0.609,0.836,4,-3.442,0,0.264,0.593,0.0,0.466,0.584,72.099,audio_features,0jqLv5PuEUA0GthFjdtlS1,spotify:track:0jqLv5PuEUA0GthFjdtlS1,https://api.spotify.com/v1/tracks/0jqLv5PuEUA0GthFjdtlS1,https://api.spotify.com/v1/audio-analysis/0jqLv5PuEUA0GthFjdtlS1,181274,4
13630,0.879,0.457,0,-6.332,1,0.269,0.105,0.0,0.12,0.658,139.974,audio_features,2ySRRtrAwDUF4FipiF1Djt,spotify:track:2ySRRtrAwDUF4FipiF1Djt,https://api.spotify.com/v1/tracks/2ySRRtrAwDUF4FipiF1Djt,https://api.spotify.com/v1/audio-analysis/2ySRRtrAwDUF4FipiF1Djt,181159,4
13631,0.7,0.435,0,-12.597,1,0.0428,0.122,0.000549,0.114,0.21,141.914,audio_features,3nTDO6k4R6i3FpKx0QNgJ5,spotify:track:3nTDO6k4R6i3FpKx0QNgJ5,https://api.spotify.com/v1/tracks/3nTDO6k4R6i3FpKx0QNgJ5,https://api.spotify.com/v1/audio-analysis/3nTDO6k4R6i3FpKx0QNgJ5,149813,4
13632,0.891,0.525,10,-7.666,0,0.214,0.00214,0.0,0.0887,0.15,133.126,audio_features,3yIZgYN7AKO3cDueyhpuCS,spotify:track:3yIZgYN7AKO3cDueyhpuCS,https://api.spotify.com/v1/tracks/3yIZgYN7AKO3cDueyhpuCS,https://api.spotify.com/v1/audio-analysis/3yIZgYN7AKO3cDueyhpuCS,196864,4
13633,0.894,0.529,11,-10.461,1,0.399,0.0242,0.0,0.13,0.7,144.959,audio_features,1Bp5LdIxR3XlprIigqp4en,spotify:track:1Bp5LdIxR3XlprIigqp4en,https://api.spotify.com/v1/tracks/1Bp5LdIxR3XlprIigqp4en,https://api.spotify.com/v1/audio-analysis/1Bp5LdIxR3XlprIigqp4en,106160,4
13634,0.792,0.673,8,-8.501,1,0.173,0.109,0.0,0.159,0.743,94.98,audio_features,6DZ9UsN80HCp3ppmzxGGTf,spotify:track:6DZ9UsN80HCp3ppmzxGGTf,https://api.spotify.com/v1/tracks/6DZ9UsN80HCp3ppmzxGGTf,https://api.spotify.com/v1/audio-analysis/6DZ9UsN80HCp3ppmzxGGTf,151600,4
13635,0.475,0.00543,7,-20.584,1,0.0996,0.841,9.63e-05,0.113,0.568,135.578,audio_features,0QSt5KmJzRqU1gFJJfQJ0Q,spotify:track:0QSt5KmJzRqU1gFJJfQJ0Q,https://api.spotify.com/v1/tracks/0QSt5KmJzRqU1gFJJfQJ0Q,https://api.spotify.com/v1/audio-analysis/0QSt5KmJzRqU1gFJJfQJ0Q,31200,5
13636,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,audio_features,1a7WZZZH7LzyvorhpOJFTe,spotify:track:1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/audio-analysis/1a7WZZZH7LzyvorhpOJFTe,258475,4
13637,0.826,0.492,8,-4.566,1,0.161,0.00244,0.0,0.23,0.127,135.038,audio_features,24vhQnVsbHHwlIXH7hD9Eh,spotify:track:24vhQnVsbHHwlIXH7hD9Eh,https://api.spotify.com/v1/tracks/24vhQnVsbHHwlIXH7hD9Eh,https://api.spotify.com/v1/audio-analysis/24vhQnVsbHHwlIXH7hD9Eh,199508,4
13638,0.761,0.667,6,-4.786,0,0.361,0.0365,0.0,0.111,0.381,80.043,audio_features,2S4knKzj79j0LQQDyOqkBM,spotify:track:2S4knKzj79j0LQQDyOqkBM,https://api.spotify.com/v1/tracks/2S4knKzj79j0LQQDyOqkBM,https://api.spotify.com/v1/audio-analysis/2S4knKzj79j0LQQDyOqkBM,240000,4
13639,0.814,0.667,6,-4.785,0,0.36,0.0369,0.0,0.11,0.376,80.031,audio_features,6Gg25EZRbQd4IHiJz2KSY0,spotify:track:6Gg25EZRbQd4IHiJz2KSY0,https://api.spotify.com/v1/tracks/6Gg25EZRbQd4IHiJz2KSY0,https://api.spotify.com/v1/audio-analysis/6Gg25EZRbQd4IHiJz2KSY0,240000,4
13640,0.938,0.696,1,-5.837,1,0.384,0.0416,0.0,0.126,0.756,97.988,audio_features,48KTGG6wBPpleE5KsTuiwy,spotify:track:48KTGG6wBPpleE5KsTuiwy,https://api.spotify.com/v1/tracks/48KTGG6wBPpleE5KsTuiwy,https://api.spotify.com/v1/audio-analysis/48KTGG6wBPpleE5KsTuiwy,127346,4
13641,0.66,0.615,1,-7.2,1,0.47,0.114,0.0,0.315,0.501,174.034,audio_features,1XJBDDpeuZaj5fvmwhdIMw,spotify:track:1XJBDDpeuZaj5fvmwhdIMw,https://api.spotify.com/v1/tracks/1XJBDDpeuZaj5fvmwhdIMw,https://api.spotify.com/v1/audio-analysis/1XJBDDpeuZaj5fvmwhdIMw,165517,4
13642,0.879,0.41,8,-9.233,1,0.551,0.000897,2.09e-05,0.108,0.0703,80.011,audio_features,1uULQtJ8rbsX5TwjPpPc9Q,spotify:track:1uULQtJ8rbsX5TwjPpPc9Q,https://api.spotify.com/v1/tracks/1uULQtJ8rbsX5TwjPpPc9Q,https://api.spotify.com/v1/audio-analysis/1uULQtJ8rbsX5TwjPpPc9Q,288364,4
13643,0.959,0.55,5,-8.012,0,0.197,0.0187,0.0,0.112,0.798,130.024,audio_features,5stbfxsPi8gcOH2LCuA4Le,spotify:track:5stbfxsPi8gcOH2LCuA4Le,https://api.spotify.com/v1/tracks/5stbfxsPi8gcOH2LCuA4Le,https://api.spotify.com/v1/audio-analysis/5stbfxsPi8gcOH2LCuA4Le,191360,4
13644,0.864,0.608,1,-10.567,0,0.275,0.0531,1.2e-05,0.078,0.963,80.225,audio_features,55xNjVrGJxgqcEFqCyejTM,spotify:track:55xNjVrGJxgqcEFqCyejTM,https://api.spotify.com/v1/tracks/55xNjVrGJxgqcEFqCyejTM,https://api.spotify.com/v1/audio-analysis/55xNjVrGJxgqcEFqCyejTM,194810,4
13645,0.966,0.519,1,-5.682,1,0.306,0.00359,0.0,0.254,0.119,122.195,audio_features,2LqoYvMudv9xoTqNLFKILj,spotify:track:2LqoYvMudv9xoTqNLFKILj,https://api.spotify.com/v1/tracks/2LqoYvMudv9xoTqNLFKILj,https://api.spotify.com/v1/audio-analysis/2LqoYvMudv9xoTqNLFKILj,242448,4
